stabb,year,milexp,totalpop,milpers,urbanpop
JOR,1956,35844.0,1482.0,25.0,146.0
JOR,1957,37525.0,1542.0,36.0,162.0
JOR,1958,44525.0,1593.0,46.0,179.0
JOR,1959,56287.0,1636.0,46.0,199.0
JOR,1960,53486.0,1695.0,0.0,220.0
JOR,1961,52926.0,1706.0,35.0,246.0
JOR,1962,57687.0,1736.0,35.0,270.0
JOR,1963,59087.0,1793.0,45.0,299.0
JOR,1964,59087.0,1850.0,45.0,332.0
JOR,1965,60207.0,1909.0,55.0,377.0
JOR,1966,72809.0,1973.0,50.0,427.0
JOR,1967,99972.0,2038.0,60.0,450.0
JOR,1968,119294.0,2102.0,55.0,549.0
JOR,1969,119294.0,2191.0,60.0,620.0
JOR,1970,97452.0,2299.0,70.0,698.0
JOR,1971,106412.0,2382.0,65.0,810.0
JOR,1972,123494.0,2457.0,70.0,855.0
JOR,1973,144515.0,2537.0,70.0,916.0
JOR,1974,165950.0,2618.0,70.0,949.0
JOR,1975,172824.0,2702.0,60.0,987.0
JOR,1976,310147.0,2779.0,65.0,1001.0
JOR,1977,287059.0,2688.0,70.0,1021.0
JOR,1978,310828.0,2737.0,70.0,1038.0
JOR,1979,440123.0,2812.0,67.0,952.0
JOR,1980,460898.0,2923.0,65.0,1075.0
JOR,1981,554069.0,3079.0,66.0,1037.0
JOR,1982,518769.0,3273.0,68.0,1123.0
JOR,1983,534675.0,3483.0,72.0,1130.0
JOR,1984,533232.0,3677.0,78.0,1162.0
JOR,1985,522807.0,3833.0,81.0,1129.0
JOR,1986,713350.0,3940.0,86.0,1270.0
JOR,1987,745500.0,4009.0,100.0,1319.0
JOR,1988,689100.0,4064.0,165.0,1367.0
JOR,1989,441230.0,4139.0,190.0,1422.0
JOR,1990,571210.0,4259.0,100.0,1539.0
JOR,1991,414500.0,4433.0,100.0,1656.0
JOR,1992,525230.0,4651.0,100.0,1809.0
JOR,1993,438000.0,4896.0,100.0,1961.0
JOR,1994,441000.0,5143.0,100.0,2114.0
JOR,1995,448000.0,5373.0,100.0,2267.0
JOR,1996,461000.0,5581.0,100.0,2419.0
JOR,1997,496000.0,5774.0,102.0,2572.0
JOR,1998,559000.0,6304.0,102.0,3363.0
JOR,1999,588000.0,6482.0,102.0,4153.0
JOR,2000,792000.0,6669.0,104.0,2042.0
JOR,2001,740000.0,4978.0,100.0,2108.0
JOR,2002,776000.0,5098.0,100.0,2174.0
JOR,2003,914000.0,5230.0,100.0,2240.0
JOR,2004,920000.0,5350.0,100.0,2194.0
JOR,2005,973000.0,5473.0,100.0,2147.0
JOR,2006,1115000.0,5600.0,101.0,2101.0
JOR,2007,1621000.0,5723.0,101.0,2174.0
JPN,1945,4002481.0,72147.0,6095.0,22004.0
JPN,1952,289212.0,85503.0,119.0,23003.0
JPN,1953,437044.0,86695.0,123.0,24813.0
JPN,1954,429720.0,87976.0,165.0,26766.0
JPN,1955,377688.0,89020.0,196.0,28955.0
JPN,1956,373590.0,89953.0,215.0,31144.0
JPN,1957,424924.0,90734.0,224.0,33303.0
JPN,1958,420767.0,91546.0,243.0,35612.0
JPN,1959,436495.0,92434.0,255.0,36920.0
JPN,1960,454148.0,93216.0,263.0,38258.0
JPN,1961,507622.0,94055.0,230.0,39546.0
JPN,1962,617276.0,94933.0,235.0,40878.0
JPN,1963,681028.0,95900.0,243.0,42468.0
JPN,1964,781283.0,96903.0,244.0,43876.0
JPN,1965,852603.0,97952.0,246.0,43685.0
JPN,1966,964203.0,98851.0,227.0,46668.0
JPN,1967,1069692.0,99879.0,231.0,48239.0
JPN,1968,1207489.0,101011.0,235.0,51241.0
JPN,1969,1386700.0,102219.0,236.0,51541.0
JPN,1970,1649789.0,103403.0,236.0,53526.0
JPN,1971,2252068.0,105697.0,234.0,54993.0
JPN,1972,2640987.0,107188.0,233.0,56638.0
JPN,1973,3119484.0,108707.0,233.0,58401.0
JPN,1974,4007243.0,110162.0,237.0,59213.0
JPN,1975,4535240.0,111573.0,237.0,61109.0
JPN,1976,4972179.0,112775.0,236.0,62397.0
JPN,1977,5514055.0,113872.0,236.0,63382.0
JPN,1978,7691538.0,114913.0,239.0,64366.0
JPN,1979,9995146.0,115890.0,239.0,64808.0
JPN,1980,9297521.0,116807.0,242.0,65829.0
JPN,1981,11623810.0,117661.0,241.0,66120.0
JPN,1982,11038627.0,118480.0,243.0,66858.0
JPN,1983,11654008.0,119307.0,241.0,68007.0
JPN,1984,12774892.0,120083.0,241.0,68505.0
JPN,1985,14189000.0,120837.0,241.0,69568.0
JPN,1986,20930000.0,121482.0,245.0,69832.0
JPN,1987,25420000.0,122069.0,244.0,70793.0
JPN,1988,28406000.0,122578.0,245.0,71519.0
JPN,1989,30090000.0,123069.0,247.0,71476.0
JPN,1990,28730000.0,123478.0,250.0,72347.0
JPN,1991,32680000.0,123964.0,250.0,72618.0
JPN,1992,38600000.0,124425.0,242.0,72863.0
JPN,1993,41730000.0,124829.0,242.0,74091.0
JPN,1994,46639000.0,125178.0,233.0,74342.0
JPN,1995,50219000.0,125472.0,240.0,74850.0
JPN,1996,45502000.0,125761.0,250.0,75103.0
JPN,1997,40891000.0,125638.0,250.0,75875.0
JPN,1998,38482000.0,126281.0,255.0,76300.0
JPN,1999,40383000.0,126505.0,240.0,76536.0
JPN,2000,45316000.0,126714.0,237.0,76772.0
JPN,2001,39513000.0,127149.0,240.0,72384.0
JPN,2002,39200000.0,127445.0,240.0,77843.0
JPN,2003,42835000.0,127718.0,240.0,78276.0
JPN,2004,45152000.0,127761.0,239.0,78496.0
JPN,2005,43910000.0,127773.0,239.0,84094.0
JPN,2006,41144000.0,127756.0,260.0,84254.0
JPN,2007,41039000.0,127772.0,240.0,84414.0
KEN,1963,1960.0,9147.0,3.0,446.0
KEN,1964,5881.0,9442.0,15.0,515.0
KEN,1965,9801.0,9749.0,16.0,554.0
KEN,1966,13162.0,9777.0,17.0,597.0
KEN,1967,15962.0,10122.0,16.0,642.0
KEN,1968,16242.0,10483.0,8.0,681.0
KEN,1969,17082.0,10881.0,7.0,720.0
KEN,1970,19042.0,11247.0,7.0,761.0
KEN,1971,22000.0,11694.0,7.0,802.0
KEN,1972,28000.0,12095.0,7.0,842.0
KEN,1973,36000.0,12504.0,8.0,931.0
KEN,1974,40000.0,12935.0,9.0,948.0
KEN,1975,51000.0,13413.0,9.0,964.0
KEN,1976,54000.0,13853.0,9.0,1003.0
KEN,1977,106000.0,14348.0,13.0,1044.0
KEN,1978,205000.0,14875.0,13.0,1086.0
KEN,1979,278000.0,15327.0,13.0,1361.0
KEN,1980,286000.0,16667.0,13.0,1350.0
KEN,1981,222000.0,17342.0,17.0,1339.0
KEN,1982,266000.0,18044.0,19.0,1328.0
KEN,1983,233000.0,18775.0,18.0,1318.0
KEN,1984,243000.0,19536.0,19.0,1528.0
KEN,1985,255600.0,20333.0,19.0,1604.0
KEN,1986,138000.0,21163.0,20.0,1672.0
KEN,1987,202740.0,22936.0,21.0,1812.0
KEN,1988,275420.0,23883.0,20.0,1887.0
KEN,1989,294000.0,24872.0,20.0,1965.0
KEN,1990,211519.0,24032.0,20.0,1899.0
KEN,1991,230000.0,25905.0,20.0,2046.0
KEN,1992,256200.0,25700.0,24.0,2030.0
KEN,1993,170000.0,28113.0,24.0,2220.0
KEN,1994,191000.0,29292.0,22.0,2361.0
KEN,1995,206000.0,30522.0,22.0,2491.0
KEN,1996,216000.0,31806.0,24.0,2628.0
KEN,1997,269000.0,33144.0,24.0,2772.0
KEN,1998,321000.0,29008.0,25.0,2925.0
KEN,1999,327000.0,29549.0,24.0,3086.0
KEN,2000,278000.0,30080.0,22.0,3229.0
KEN,2001,308000.0,31121.0,24.0,3379.0
KEN,2002,214000.0,32118.0,24.0,3740.0
KEN,2003,247000.0,33142.0,24.0,4101.0
KEN,2004,296000.0,34191.0,24.0,4728.0
KEN,2005,388000.0,35267.0,24.0,5355.0
KEN,2006,398000.0,36433.0,24.0,5982.0
KEN,2007,681000.0,37184.0,24.0,6220.0
KIR,1999,0.0,101.0,0.0,0.0
KIR,2000,0.0,101.0,0.0,0.0
KIR,2001,0.0,101.0,0.0,0.0
KIR,2002,0.0,87.0,0.0,0.0
KIR,2003,0.0,89.0,0.0,0.0
KIR,2004,0.0,90.0,0.0,0.0
KIR,2005,0.0,92.0,0.0,0.0
KIR,2006,0.0,94.0,0.0,0.0
KIR,2007,0.0,95.0,0.0,0.0
KUW,1961,17000.0,325.0,1.0,0.0
KUW,1962,19000.0,357.0,1.0,0.0
KUW,1963,22000.0,393.0,2.0,0.0
KUW,1964,28003.0,432.0,2.0,0.0
KUW,1965,30524.0,475.0,8.0,0.0
KUW,1966,35004.0,520.0,8.0,0.0
KUW,1967,54327.0,570.0,8.0,100.0
KUW,1968,63288.0,625.0,10.0,101.0
KUW,1969,68888.0,685.0,10.0,103.0
KUW,1970,70008.0,747.0,10.0,113.0
KUW,1971,149677.0,793.0,14.0,123.0
KUW,1972,186378.0,842.0,14.0,159.0
KUW,1973,240339.0,893.0,14.0,185.0
KUW,1974,501364.0,948.0,15.0,219.0
KUW,1975,655398.0,1007.0,25.0,245.0
KUW,1976,855285.0,1070.0,25.0,248.0
KUW,1977,1040139.0,1138.0,10.0,250.0
KUW,1978,1076363.0,1211.0,10.0,253.0
KUW,1979,992331.0,1290.0,11.0,256.0
KUW,1980,1334054.0,1370.0,12.0,258.0
KUW,1981,1594321.0,1432.0,12.0,261.0
KUW,1982,1169807.0,1497.0,13.0,264.0
KUW,1983,1366754.0,1566.0,13.0,267.0
KUW,1984,1638765.0,1637.0,15.0,269.0
KUW,1985,1827000.0,1720.0,16.0,272.0
KUW,1986,1390000.0,1802.0,18.0,275.0
KUW,1987,1400000.0,1885.0,20.0,277.0
KUW,1988,1470000.0,1969.0,15.0,280.0
KUW,1989,1540000.0,2055.0,20.0,283.0
KUW,1990,13100000.0,2141.0,7.0,285.0
KUW,1991,15500000.0,2095.0,10.0,288.0
KUW,1992,29000000.0,1422.0,12.0,291.0
KUW,1993,2845000.0,1461.0,12.0,293.0
KUW,1994,3133000.0,1620.0,15.0,296.0
KUW,1995,3489000.0,1691.0,20.0,299.0
KUW,1996,3973000.0,1754.0,22.0,301.0
KUW,1997,3618000.0,1809.0,28.0,304.0
KUW,1998,3674000.0,1811.0,21.0,307.0
KUW,1999,3275000.0,1897.0,21.0,310.0
KUW,2000,3695000.0,1972.0,15.0,312.0
KUW,2001,5029000.0,1953.0,16.0,315.0
KUW,2002,3477000.0,2022.0,16.0,318.0
KUW,2003,3881000.0,2093.0,16.0,320.0
KUW,2004,3284000.0,2167.0,15.0,323.0
KUW,2005,3568000.0,2245.0,15.0,0.0
KUW,2006,3514000.0,2328.0,16.0,0.0
KUW,2007,3757000.0,2411.0,16.0,0.0
KYR,1991,0.0,4453.0,0.0,847.0
KYR,1992,47060.0,4493.0,12.0,836.0
KYR,1993,85300.0,4482.0,12.0,825.0
KYR,1994,49000.0,4473.0,13.0,813.0
KYR,1995,56000.0,4514.0,13.0,802.0
KYR,1996,50000.0,4576.0,13.0,806.0
KYR,1997,68000.0,4635.0,14.0,812.0
KYR,1998,66000.0,4643.0,11.0,824.0
KYR,1999,35000.0,4669.0,12.0,835.0
KYR,2000,230000.0,4699.0,9.0,965.0
KYR,2001,255000.0,4955.0,9.0,999.0
KYR,2002,200000.0,4993.0,11.0,1004.0
KYR,2003,220000.0,5039.0,11.0,1033.0
KYR,2004,33000.0,5093.0,11.0,1035.0
KYR,2005,34000.0,5144.0,12.0,1045.0
KYR,2006,36000.0,5192.0,13.0,1014.0
KYR,2007,39000.0,5235.0,13.0,1022.0
KZK,1991,0.0,16451.0,0.0,4661.0
KZK,1992,1500000.0,16518.0,40.0,4720.0
KZK,1993,1140000.0,16479.0,15.0,5887.0
KZK,1994,424000.0,16297.0,18.0,5836.0
KZK,1995,427000.0,16066.0,20.0,5785.0
KZK,1996,552000.0,15921.0,30.0,5734.0
KZK,1997,503000.0,16832.0,34.0,5683.0
KZK,1998,508000.0,16319.0,33.0,3211.0
KZK,1999,291000.0,16269.0,33.0,5298.0
KZK,2000,1250000.0,16223.0,64.0,4707.0
KZK,2001,1274000.0,14858.0,64.0,5018.0
KZK,2002,1500000.0,14859.0,66.0,5329.0
KZK,2003,1500000.0,14909.0,66.0,5640.0
KZK,2004,1680000.0,15013.0,65.0,5713.0
KZK,2005,1700000.0,15147.0,65.0,5883.0
KZK,2006,800000.0,15308.0,66.0,6053.0
KZK,2007,1164000.0,15484.0,66.0,6045.0
LAO,1953,0.0,1861.0,25.0,0.0
LAO,1954,886.0,1902.0,25.0,0.0
LAO,1955,103.0,1944.0,25.0,0.0
LAO,1956,140.0,2093.0,25.0,100.0
LAO,1957,114.0,2034.0,25.0,102.0
LAO,1958,63.0,2220.0,25.0,105.0
LAO,1959,100.0,2282.0,29.0,108.0
LAO,1960,21388.0,2337.0,29.0,111.0
LAO,1961,8000.0,2393.0,55.0,114.0
LAO,1962,28500.0,2450.0,60.0,118.0
LAO,1963,39300.0,2509.0,83.0,121.0
LAO,1964,14500.0,2569.0,91.0,125.0
LAO,1965,26600.0,2631.0,86.0,132.0
LAO,1966,35000.0,2694.0,93.0,132.0
LAO,1967,38000.0,2759.0,62.0,137.0
LAO,1968,40000.0,2825.0,62.0,143.0
LAO,1969,41250.0,2893.0,59.0,149.0
LAO,1970,39529.0,2962.0,62.0,156.0
LAO,1971,19272.0,3033.0,72.0,164.0
LAO,1972,21660.0,3106.0,79.0,171.0
LAO,1973,17150.0,3181.0,71.0,178.0
LAO,1974,24343.0,3257.0,60.0,185.0
LAO,1975,19000.0,3024.0,46.0,194.0
LAO,1976,28000.0,3065.0,46.0,202.0
LAO,1977,42000.0,3097.0,45.0,211.0
LAO,1978,37900.0,3127.0,47.0,220.0
LAO,1979,37875.0,3161.0,46.0,230.0
LAO,1980,21000.0,3205.0,55.0,242.0
LAO,1981,26000.0,3262.0,46.0,254.0
LAO,1982,0.0,3330.0,46.0,266.0
LAO,1983,0.0,3408.0,49.0,280.0
LAO,1984,55000.0,3497.0,54.0,293.0
LAO,1985,55000.0,3594.0,54.0,307.0
LAO,1986,0.0,3702.0,56.0,318.0
LAO,1987,0.0,3819.0,56.0,329.0
LAO,1988,0.0,3943.0,56.0,339.0
LAO,1989,18940.0,4072.0,56.0,350.0
LAO,1990,0.0,4202.0,55.0,361.0
LAO,1991,0.0,4332.0,53.0,372.0
LAO,1992,102170.0,4463.0,37.0,384.0
LAO,1993,110000.0,4597.0,37.0,402.0
LAO,1994,77000.0,4736.0,45.0,421.0
LAO,1995,73000.0,4882.0,50.0,441.0
LAO,1996,79000.0,5035.0,50.0,461.0
LAO,1997,72000.0,5194.0,50.0,482.0
LAO,1998,34000.0,5163.0,50.0,505.0
LAO,1999,22000.0,5297.0,50.0,528.0
LAO,2000,20000.0,5433.0,29.0,552.0
LAO,2001,19000.0,5377.0,29.0,578.0
LAO,2002,11000.0,5526.0,29.0,613.0
LAO,2003,11000.0,5679.0,29.0,651.0
LAO,2004,11000.0,5836.0,29.0,690.0
LAO,2005,12000.0,5679.0,29.0,729.0
LAO,2006,13000.0,5747.0,29.0,770.0
LAO,2007,15000.0,5874.0,29.0,814.0
LAT,1991,0.0,2662.0,0.0,1151.0
LAT,1992,39800.0,2632.0,5.0,1139.0
LAT,1993,46100.0,2586.0,5.0,1117.0
LAT,1994,51000.0,2548.0,6.0,1071.0
LAT,1995,121000.0,2516.0,7.0,1055.0
LAT,1996,139000.0,2491.0,7.0,1059.0
LAT,1997,156000.0,2474.0,5.0,928.0
LAT,1998,40000.0,2424.0,5.0,917.0
LAT,1999,58000.0,2389.0,5.0,907.0
LAT,2000,71000.0,2357.0,5.0,887.0
LAT,2001,85000.0,2355.0,6.0,866.0
LAT,2002,113000.0,2339.0,6.0,856.0
LAT,2003,194000.0,2325.0,5.0,850.0
LAT,2004,176000.0,2313.0,5.0,844.0
LAT,2005,204000.0,2301.0,5.0,840.0
LAT,2006,318000.0,2288.0,5.0,834.0
LAT,2007,453000.0,2276.0,5.0,827.0
LBR,1945,0.0,606.0,5.0,0.0
LBR,1946,0.0,664.0,5.0,0.0
LBR,1947,0.0,685.0,5.0,0.0
LBR,1948,0.0,707.0,5.0,0.0
LBR,1949,0.0,728.0,5.0,0.0
LBR,1950,0.0,824.0,5.0,0.0
LBR,1951,0.0,839.0,5.0,0.0
LBR,1952,0.0,856.0,5.0,0.0
LBR,1953,0.0,874.0,5.0,0.0
LBR,1954,0.0,893.0,5.0,0.0
LBR,1955,0.0,914.0,5.0,0.0
LBR,1956,0.0,937.0,2.0,0.0
LBR,1957,2000.0,960.0,2.0,0.0
LBR,1958,1800.0,985.0,4.0,0.0
LBR,1959,1000.0,1012.0,4.0,0.0
LBR,1960,1400.0,666.0,3.0,0.0
LBR,1961,3000.0,726.0,2.0,0.0
LBR,1962,3000.0,785.0,3.0,0.0
LBR,1963,3000.0,845.0,4.0,0.0
LBR,1964,2600.0,905.0,4.0,0.0
LBR,1965,2800.0,965.0,4.0,0.0
LBR,1966,2800.0,1025.0,4.0,0.0
LBR,1967,3300.0,1085.0,4.0,0.0
LBR,1968,2800.0,1144.0,5.0,0.0
LBR,1969,3400.0,1204.0,5.0,0.0
LBR,1970,3000.0,1264.0,5.0,0.0
LBR,1971,4300.0,1324.0,5.0,105.0
LBR,1972,3800.0,1384.0,6.0,121.0
LBR,1973,3700.0,1444.0,6.0,140.0
LBR,1974,3700.0,1503.0,6.0,204.0
LBR,1975,4500.0,1563.0,6.0,226.0
LBR,1976,5400.0,1623.0,6.0,247.0
LBR,1977,6700.0,1683.0,4.0,269.0
LBR,1978,6900.0,1743.0,7.0,291.0
LBR,1979,8000.0,1802.0,7.0,313.0
LBR,1980,26000.0,1862.0,7.0,334.0
LBR,1981,38000.0,1922.0,5.0,356.0
LBR,1982,27000.0,1982.0,5.0,378.0
LBR,1983,22000.0,2042.0,5.0,399.0
LBR,1984,26000.0,2109.0,6.0,421.0
LBR,1985,26000.0,2161.0,6.0,425.0
LBR,1986,37700.0,2221.0,6.0,429.0
LBR,1987,41000.0,2281.0,6.0,432.0
LBR,1988,28070.0,2341.0,7.0,436.0
LBR,1989,37620.0,2401.0,7.0,440.0
LBR,1990,30000.0,2407.0,8.0,436.0
LBR,1991,36000.0,2520.0,5.0,432.0
LBR,1992,0.0,2580.0,2.0,428.0
LBR,1993,14430.0,2640.0,2.0,424.0
LBR,1994,36000.0,2700.0,0.0,420.0
LBR,1995,45000.0,2760.0,0.0,455.0
LBR,1996,46000.0,2820.0,0.0,494.0
LBR,1997,45000.0,2879.0,0.0,535.0
LBR,1998,46000.0,2666.0,0.0,580.0
LBR,1999,25000.0,2930.0,5.0,629.0
LBR,2000,25000.0,3154.0,15.0,655.0
LBR,2001,24000.0,3155.0,15.0,681.0
LBR,2002,42000.0,3057.0,15.0,709.0
LBR,2003,45000.0,3138.0,15.0,738.0
LBR,2004,0.0,3225.0,7.0,768.0
LBR,2005,0.0,3334.0,0.0,806.0
LBR,2006,0.0,3471.0,15.0,845.0
LBR,2007,0.0,3628.0,2.0,887.0
LEB,1946,5111.0,1156.0,4.0,199.0
LEB,1947,4512.0,1176.0,4.0,215.0
LEB,1948,5059.0,1208.0,3.0,233.0
LEB,1949,7828.0,1238.0,3.0,252.0
LEB,1950,6606.0,1443.0,5.0,273.0
LEB,1951,8100.0,1470.0,5.0,295.0
LEB,1952,7964.0,1501.0,5.0,320.0
LEB,1953,9593.0,1535.0,6.0,346.0
LEB,1954,9819.0,1573.0,7.0,375.0
LEB,1955,12081.0,1613.0,7.0,406.0
LEB,1956,17344.0,1657.0,7.0,439.0
LEB,1957,17846.0,1703.0,9.0,475.0
LEB,1958,20812.0,1752.0,9.0,515.0
LEB,1959,19626.0,1804.0,9.0,530.0
LEB,1960,21817.0,1857.0,10.0,541.0
LEB,1961,25742.0,1913.0,8.0,549.0
LEB,1962,36787.0,1970.0,10.0,559.0
LEB,1963,31447.0,2029.0,16.0,570.0
LEB,1964,24870.0,2090.0,16.0,827.0
LEB,1965,29253.0,2151.0,17.0,591.0
LEB,1966,37231.0,2213.0,19.0,601.0
LEB,1967,40505.0,2275.0,19.0,613.0
LEB,1968,43450.0,2337.0,19.0,625.0
LEB,1969,43742.0,2402.0,19.0,638.0
LEB,1970,52862.0,2469.0,19.0,603.0
LEB,1971,43994.0,2541.0,20.0,666.0
LEB,1972,69820.0,2615.0,20.0,680.0
LEB,1973,94621.0,2683.0,20.0,695.0
LEB,1974,128877.0,2737.0,20.0,708.0
LEB,1975,136393.0,2767.0,24.0,715.0
LEB,1976,112615.0,2772.0,24.0,717.0
LEB,1977,83089.0,2754.0,9.0,719.0
LEB,1978,166136.0,2722.0,9.0,720.0
LEB,1979,227581.0,2691.0,18.0,722.0
LEB,1980,291000.0,2669.0,18.0,726.0
LEB,1981,245000.0,2662.0,20.0,729.0
LEB,1982,331000.0,2667.0,21.0,732.0
LEB,1983,398000.0,2676.0,20.0,737.0
LEB,1984,312000.0,2679.0,19.0,741.0
LEB,1985,120664.0,2668.0,21.0,748.0
LEB,1986,100000.0,2639.0,36.0,748.0
LEB,1987,0.0,2598.0,37.0,750.0
LEB,1988,28756.0,2559.0,20.0,753.0
LEB,1989,0.0,2540.0,18.0,759.0
LEB,1990,140000.0,2555.0,36.0,767.0
LEB,1991,151000.0,2610.0,36.0,778.0
LEB,1992,233000.0,2698.0,37.0,795.0
LEB,1993,275000.0,2806.0,37.0,826.0
LEB,1994,370000.0,2915.0,50.0,858.0
LEB,1995,490000.0,3009.0,55.0,879.0
LEB,1996,494000.0,3084.0,55.0,901.0
LEB,1997,676000.0,3144.0,57.0,923.0
LEB,1998,586000.0,3191.0,58.0,946.0
LEB,1999,563000.0,3236.0,58.0,970.0
LEB,2000,578000.0,3282.0,64.0,988.0
LEB,2001,576000.0,3283.0,72.0,1007.0
LEB,2002,539000.0,3899.0,72.0,878.0
LEB,2003,582000.0,3965.0,72.0,749.0
LEB,2004,609000.0,4028.0,72.0,619.0
LEB,2005,564000.0,4082.0,72.0,490.0
LEB,2006,589000.0,4126.0,72.0,361.0
LEB,2007,733000.0,4162.0,72.0,361.0
LES,1966,0.0,982.0,0.0,0.0
LES,1967,0.0,1002.0,0.0,0.0
LES,1968,0.0,1022.0,0.0,0.0
LES,1969,0.0,1043.0,0.0,0.0
LES,1970,0.0,1064.0,0.0,0.0
LES,1971,0.0,1086.0,0.0,0.0
LES,1972,0.0,1109.0,0.0,0.0
LES,1973,0.0,1137.0,0.0,0.0
LES,1974,0.0,1160.0,1.0,0.0
LES,1975,0.0,1187.0,1.0,0.0
LES,1976,0.0,1214.0,1.0,0.0
LES,1977,0.0,1254.0,1.0,0.0
LES,1978,1000.0,1291.0,1.0,0.0
LES,1979,6000.0,1329.0,1.0,0.0
LES,1980,0.0,1339.0,1.0,0.0
LES,1981,11000.0,1366.0,2.0,0.0
LES,1982,10000.0,1400.0,2.0,0.0
LES,1983,23000.0,1434.0,2.0,0.0
LES,1984,47000.0,1468.0,2.0,0.0
LES,1985,11550.0,1503.0,2.0,0.0
LES,1986,31560.0,1578.0,2.0,100.0
LES,1987,15000.0,1618.0,2.0,106.0
LES,1988,17070.0,1692.0,2.0,112.0
LES,1989,31840.0,1700.0,2.0,119.0
LES,1990,23744.0,1783.0,2.0,126.0
LES,1991,22836.0,1830.0,2.0,133.0
LES,1992,37780.0,1878.0,2.0,140.0
LES,1993,17100.0,1927.0,2.0,148.0
LES,1994,32000.0,1977.0,2.0,157.0
LES,1995,33000.0,2027.0,2.0,164.0
LES,1996,33000.0,2078.0,2.0,172.0
LES,1997,32000.0,2131.0,2.0,180.0
LES,1998,42000.0,2062.0,2.0,189.0
LES,1999,34000.0,2108.0,2.0,198.0
LES,2000,27000.0,2153.0,2.0,206.0
LES,2001,24000.0,2153.0,2.0,215.0
LES,2002,20000.0,1937.0,2.0,224.0
LES,2003,27000.0,1958.0,2.0,233.0
LES,2004,33000.0,1977.0,2.0,243.0
LES,2005,35000.0,1995.0,2.0,252.0
LES,2006,35000.0,2014.0,2.0,261.0
LES,2007,40000.0,2032.0,2.0,271.0
LIB,1951,0.0,1028.0,3.0,0.0
LIB,1952,0.0,1048.0,3.0,0.0
LIB,1953,0.0,1068.0,3.0,100.0
LIB,1954,0.0,1086.0,3.0,113.0
LIB,1955,0.0,1126.0,3.0,130.0
LIB,1956,0.0,1167.0,3.0,148.0
LIB,1957,0.0,1210.0,3.0,170.0
LIB,1958,0.0,1255.0,3.0,186.0
LIB,1959,3920.0,1301.0,5.0,203.0
LIB,1960,3920.0,1300.0,5.0,223.0
LIB,1961,5041.0,1350.0,8.0,244.0
LIB,1962,11761.0,1401.0,8.0,267.0
LIB,1963,13162.0,1455.0,13.0,292.0
LIB,1964,15122.0,1559.0,16.0,350.0
LIB,1965,20442.0,1567.0,17.0,351.0
LIB,1966,42005.0,1621.0,20.0,384.0
LIB,1967,35564.0,1676.0,20.0,420.0
LIB,1968,37805.0,1734.0,30.0,456.0
LIB,1969,44525.0,1794.0,25.0,492.0
LIB,1970,74489.0,1855.0,18.0,603.0
LIB,1971,216110.0,1919.0,19.0,714.0
LIB,1972,261477.0,1984.0,20.0,825.0
LIB,1973,370370.0,2052.0,20.0,936.0
LIB,1974,638297.0,2139.0,25.0,1074.0
LIB,1975,722728.0,2230.0,25.0,1213.0
LIB,1976,1165147.0,2324.0,25.0,1351.0
LIB,1977,1219182.0,2422.0,30.0,1490.0
LIB,1978,2729000.0,2525.0,50.0,1628.0
LIB,1979,3000000.0,2632.0,51.0,1767.0
LIB,1980,2750000.0,2743.0,53.0,1905.0
LIB,1981,557244.0,2859.0,55.0,2044.0
LIB,1982,3310000.0,2980.0,55.0,2182.0
LIB,1983,4223000.0,3106.0,68.0,2321.0
LIB,1984,5225000.0,3237.0,90.0,2459.0
LIB,1985,0.0,3374.0,91.0,2598.0
LIB,1986,1410000.0,3517.0,91.0,2736.0
LIB,1987,1320000.0,3666.0,91.0,2875.0
LIB,1988,1390000.0,3821.0,86.0,3013.0
LIB,1989,1510000.0,3982.0,86.0,3152.0
LIB,1990,1820000.0,4151.0,86.0,3290.0
LIB,1991,2700000.0,4326.0,86.0,3382.0
LIB,1992,2300000.0,4509.0,85.0,3477.0
LIB,1993,0.0,4700.0,85.0,3574.0
LIB,1994,1413000.0,4899.0,80.0,3674.0
LIB,1995,1401000.0,5407.0,76.0,3772.0
LIB,1996,1327000.0,5593.0,76.0,3872.0
LIB,1997,1250000.0,5784.0,70.0,3975.0
LIB,1998,1489000.0,5339.0,70.0,4081.0
LIB,1999,1311000.0,5471.0,85.0,4190.0
LIB,2000,1176000.0,5605.0,76.0,4282.0
LIB,2001,546000.0,5300.0,76.0,4377.0
LIB,2002,475000.0,5484.0,76.0,4474.0
LIB,2003,534000.0,5685.0,76.0,4572.0
LIB,2004,715000.0,5803.0,76.0,4673.0
LIB,2005,721000.0,5923.0,76.0,4778.0
LIB,2006,593000.0,6045.0,76.0,4884.0
LIB,2007,656000.0,6169.0,76.0,4993.0
LIE,1990,0.0,29.0,0.0,0.0
LIE,1991,0.0,29.0,0.0,0.0
LIE,1992,0.0,30.0,0.0,0.0
LIE,1993,0.0,30.0,0.0,0.0
LIE,1994,0.0,31.0,0.0,0.0
LIE,1995,0.0,31.0,0.0,0.0
LIE,1996,0.0,31.0,0.0,0.0
LIE,1997,0.0,32.0,0.0,0.0
LIE,1998,0.0,32.0,0.0,0.0
LIE,1999,0.0,32.0,0.0,0.0
LIE,2000,0.0,33.0,0.0,0.0
LIE,2001,0.0,33.0,0.0,0.0
LIE,2002,0.0,34.0,0.0,0.0
LIE,2003,0.0,34.0,0.0,0.0
