hostlev,dispnum,year,month,numab,b_abb,a_abb,b_win,a_win,b_yield,a_yield,stalemate,compromise,released,unclear,joins_war,b_fatal,a_fatal,b_hiact,a_hiact,b_hostlev,a_hostlev,b_maj,a_maj,pa_win,pb_win,pa_yield,pb_yield,pa_fatal,pb_fatal,pa_hiact,pb_hiact,p_dispnum,p_stalemate,p_compromise,p_released,p_unclear,p_joins_war,r_milexp,r_milpers,r_totalpop,r_urbanpop,contig,target,pa_hiact_s,pb_hiact_s
5,199,1961,11,2,IND,CHN,0,1,0,0,0,0,0,0,0,1000.0,750.0,20,20,5,5,0,1,0,0,0,0,0.0,0.0,7,7,8,8,8,8,8,8,0.0802410350551,0.352272727273,0.660856418959,0.490163824808,Land,Military,ShowForce,ShowForce
4,2027,1961,11,2,TAW,PHI,0,0,0,0,0,0,1,0,0,0.0,0.0,0,15,1,4,0,0,0,0,0,0,0.0,0.0,0,7,1,1,1,1,1,1,4.41105888647,9.35483870968,0.394348241793,0.96583143508,None,Military,None,ShowForce
4,2219,1961,11,4,GFR,GDR,0,0,0,0,1,0,0,0,0,13.0,13.0,17,17,4,4,0,0,0,0,0,0,0.0,0.0,13,17,1,1,1,1,1,1,10.9297684091,2.51798561151,3.28332846715,4.7072472071,None,Military,Blockade,Clash
4,2219,1961,11,4,USA,GDR,0,0,0,0,1,0,0,0,0,0.0,13.0,7,17,3,4,1,0,0,0,0,0,0.0,0.0,13,10,2,2,2,2,2,2,165.425033131,16.5971223022,10.7264817518,14.5920939559,None,Military,Blockade,Mobilize
4,2880,1961,11,2,SPN,MOR,0,0,0,0,1,0,0,0,0,0.0,0.0,16,0,4,1,0,0,0,0,0,0,0.0,0.0,17,0,2,2,2,2,2,2,2.40535614424,8.625,2.57651692927,4.02101241643,None,Military,Clash,None
3,1387,1961,12,2,SEN,POR,0,0,0,0,1,0,0,0,0,0.0,0.0,0,12,1,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0175721189047,0.0533333333333,0.400313269188,0.355652173913,None,Diplomatic,None,None
3,3361,1961,12,4,USA,CHN,0,0,0,0,1,0,0,0,0,0.0,0.0,7,1,3,2,1,1,0,0,0,0,1076.0,1000.0,17,7,11,11,11,11,11,11,6.01116531711,1.04863636364,0.274414692736,0.681257104647,None,Diplomatic,Clash,ShowForce
3,3361,1961,12,4,USA,DRV,0,0,0,0,1,0,0,0,0,0.0,0.0,7,0,3,1,1,0,0,0,0,0,0.0,0.0,16,8,1,1,1,1,1,1,273.188571429,9.228,11.0657228916,40.111023622,None,Diplomatic,Attack,Alert
4,61,1962,1,3,USA,CUB,0,0,0,1,0,0,0,0,0,0.0,0.0,13,16,4,4,1,0,0,0,0,0,0.0,0.0,16,0,2,2,2,2,2,2,261.90504,10.3962962963,25.7151916184,31.236809816,None,Military,Attack,None
4,1353,1962,1,9,CHN,AUL,0,0,0,0,0,1,0,0,0,0.0,0.0,16,7,4,3,1,0,0,0,0,0,376.0,1000.0,20,20,1,1,1,1,1,1,20.4426087623,46.9387755102,63.5223422082,13.411830715,None,Military,BeginWar,BeginWar
4,1353,1962,1,9,NEW,CHN,0,0,0,0,0,1,0,0,0,0.0,0.0,7,16,3,4,0,1,0,0,0,0,1000.0,0.0,20,20,1,1,1,1,1,1,0.00787249322058,0.00521739130435,0.00363739215689,0.00558191793266,None,Military,BeginWar,BeginWar
4,1353,1962,1,9,UKG,CHN,0,0,0,0,0,1,0,0,0,0.0,0.0,7,16,3,4,1,1,0,0,0,0,1000.0,750.0,16,0,8,8,8,8,8,8,0.545852706947,0.20652173913,0.078099880268,0.222643223408,None,Military,Attack,None
3,2629,1962,1,2,PAK,IND,0,0,0,0,1,0,0,0,0,0.0,0.0,1,7,2,3,0,0,0,0,0,0,78.0,91.0,17,17,12,12,12,12,12,12,0.215875723102,0.31125,0.230504719026,0.190995087279,Land,Diplomatic,Clash,Clash
3,1187,1962,3,2,CHL,BOL,0,0,0,1,0,0,0,0,0,0.0,0.0,7,1,3,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,26.6602376778,3.5,2.28045649073,5.94190871369,Land,Diplomatic,None,None
3,2890,1962,3,2,POR,GUI,0,0,0,0,1,0,0,0,0,0.0,0.0,12,0,3,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,33.7926126737,16.0,2.76772015956,8.17142857143,None,Diplomatic,None,None
4,3165,1962,3,2,TUR,SYR,0,0,0,0,1,0,0,0,0,0.0,13.0,17,17,4,4,0,0,0,0,0,0,76.0,76.0,17,17,4,4,4,4,4,4,4.15889289518,7.77777777778,5.98613697496,2.90392006149,None,Military,Clash,Clash
4,1209,1962,5,2,PAR,ARG,0,0,0,0,1,0,0,0,0,13.0,13.0,17,17,4,4,0,0,0,0,0,0,13.0,0.0,17,14,1,1,1,1,1,1,0.0123512294414,0.139534883721,0.0908663785003,0.0328820116054,None,Military,Clash,Occupy
4,2889,1962,5,2,ROK,JPN,0,0,0,0,1,0,0,0,0,0.0,0.0,15,0,4,1,0,0,0,0,0,0,0.0,0.0,0,15,9,9,9,9,9,9,0.215419034597,2.42553191489,0.279281177251,0.16382895445,None,Military,None,Seizure
4,1018,1962,6,2,JOR,ISR,0,0,0,0,1,0,0,0,0,13.0,13.0,17,17,4,4,0,0,0,0,0,0,152.0,428.0,17,17,4,4,4,4,4,4,0.490189747032,0.538461538462,0.758741258741,0.363391655451,None,Military,Clash,Clash
4,1228,1962,6,2,THI,CAM,0,0,0,0,1,0,0,0,0,13.0,13.0,17,17,4,4,0,0,0,1,0,0,0.0,0.0,0,8,3,3,3,3,3,3,1.51762096774,1.18571428571,4.96542646543,5.20050761421,None,Military,None,Alert
4,2188,1962,6,3,ROK,PRK,0,0,0,0,1,0,0,0,0,13.0,13.0,17,17,4,4,0,0,0,0,0,0,1026.0,1026.0,17,17,3,3,3,3,3,3,0.531892,1.5,2.37955483755,9.36643356643,Land,Military,Clash,Clash
4,2188,1962,6,3,USA,PRK,0,0,0,0,1,0,0,0,0,13.0,13.0,17,17,4,4,1,0,0,0,0,0,1026.0,1000.0,17,16,3,3,3,3,3,3,209.524032,7.38684210526,16.7418775803,71.2111888112,None,Military,Clash,Attack
4,1083,1962,7,2,MOR,ALG,0,0,0,0,1,0,0,0,0,63.0,63.0,17,17,4,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.828523076923,1.0,1.12042124542,1.85928393006,None,Military,None,None
4,1123,1962,7,2,TUR,IRQ,0,0,0,0,1,0,0,0,0,13.0,13.0,16,16,4,4,0,0,0,0,0,0,0.0,0.0,0,8,1,1,1,1,1,1,2.40127874585,4.61538461538,3.95178254337,1.98946814113,None,Military,None,Alert
4,2344,1962,8,2,NIC,HON,0,0,0,0,1,0,0,0,0,13.0,13.0,17,17,4,4,0,0,0,0,0,0,0.0,0.0,17,14,1,1,1,1,1,1,1.04082758621,0.833333333333,0.724104549855,1.42948717949,Land,Military,Clash,Occupy
4,3164,1962,8,2,TUR,IRQ,0,0,0,0,1,0,0,0,0,0.0,0.0,16,16,4,4,0,0,0,0,0,0,13.0,13.0,0,8,2,2,2,2,2,2,2.40127874585,4.61538461538,3.95178254337,1.98946814113,None,Military,None,Alert
3,3376,1962,8,2,ISR,EGY,0,0,0,0,1,0,0,0,0,0.0,0.0,7,0,3,1,0,0,0,1,1,1,1354.0,1052.0,16,16,16,16,16,16,16,16,0.414715542274,0.295454545455,0.0839417397366,0.100691150562,Land,Diplomatic,Attack,Attack
4,3407,1962,8,2,SYR,ISR,0,0,0,0,1,0,0,0,0,63.0,13.0,16,16,4,4,0,0,0,0,1,0,91.0,141.0,16,16,19,19,19,19,19,19,0.662228189288,0.830769230769,2.11232517483,1.75100942127,None,Military,Attack,Attack
4,1310,1962,9,2,PAK,IND,0,0,0,0,1,0,0,0,0,13.0,13.0,17,17,4,4,0,0,0,0,0,0,78.0,91.0,17,17,13,13,13,13,13,13,0.215875723102,0.31125,0.230504719026,0.190995087279,Land,Military,Clash,Clash
4,3244,1962,10,2,USA,PER,0,0,0,0,0,0,1,0,0,0.0,0.0,0,15,1,4,1,0,0,0,0,0,0.0,0.0,15,0,1,1,1,1,1,1,759.145043478,58.4791666667,17.7384937238,24.1996197719,None,Military,Seizure,None
3,2730,1962,11,2,RVN,CAM,0,0,0,0,1,0,0,0,0,0.0,0.0,12,0,3,1,0,0,0,0,0,0,13.0,13.0,0,16,4,4,4,4,4,4,6.90840725806,5.71428571429,2.62021762022,3.96192893401,Land,Diplomatic,None,Attack
4,2094,1962,12,2,IND,CHN,0,0,0,0,1,0,0,0,0,0.0,0.0,12,16,3,4,0,1,1,0,0,0,750.0,1000.0,7,7,10,10,10,10,10,10,0.0975345402317,0.347826086957,0.662720540714,0.457406499886,Land,Military,ShowForce,ShowForce
3,3423,1962,12,2,SYR,ISR,0,0,0,0,1,0,0,0,0,0.0,0.0,10,1,3,2,0,0,0,0,1,0,104.0,204.0,16,16,20,20,20,20,20,20,0.662228189288,0.830769230769,2.11232517483,1.75100942127,None,Diplomatic,Attack,Attack
4,1070,1963,2,4,INS,AUL,0,0,0,0,1,0,0,0,0,176.0,13.0,17,16,4,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.603477034683,7.65306122449,9.20840182648,1.67701381344,None,Military,None,None
4,1070,1963,2,4,MAL,INS,0,0,0,0,1,0,0,0,0,63.0,176.0,17,17,4,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.17445952047,0.0373333333333,0.104272453189,0.200925497455,None,Military,None,None
4,1070,1963,2,4,UKG,INS,0,0,0,0,1,0,0,0,0,13.0,176.0,17,17,4,4,1,0,0,0,0,0,0.0,0.0,15,0,1,1,1,1,1,1,18.0575477583,1.2,0.531825214218,1.72161036557,None,Military,Seizure,None
3,3167,1963,2,2,SYR,LEB,0,0,0,0,1,0,0,0,0,0.0,0.0,12,0,3,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2.47238210322,4.6875,2.46032528339,2.41228070175,None,Diplomatic,None,None
3,624,1963,4,2,FRN,BRA,0,0,0,0,1,0,0,0,0,0.0,0.0,7,8,3,3,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,11.434786654,2.40983606557,0.601133977848,0.377856510186,None,Diplomatic,None,None
4,1002,1963,4,5,HAI,CAN,0,0,0,0,1,0,0,0,0,0.0,0.0,16,7,4,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.004218025322,0.133333333333,0.211347816916,0.0645601273017,None,Military,None,None
4,1002,1963,4,5,HAI,DOM,0,0,0,0,1,0,0,0,0,0.0,0.0,16,8,4,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.197058823529,0.8,1.12300364248,0.646924829157,None,Military,None,None
4,1002,1963,4,5,UKG,HAI,0,0,0,0,1,0,0,0,0,0.0,0.0,7,16,3,4,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,782.023880597,28.125,13.379491018,65.5,None,Military,None,None
4,1002,1963,4,5,USA,HAI,0,0,0,0,1,0,0,0,0,0.0,0.0,7,16,3,4,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,7805.22507463,168.75,47.2160678643,179.193661972,None,Military,None,None
4,1388,1963,4,2,SEN,POR,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,12,0,1,1,1,1,1,1,0.0453869610141,0.0620689655172,0.412243999119,0.416886543536,None,Military,ViolateBorder,None
4,2729,1963,4,2,RVN,CAM,0,0,0,0,1,0,0,0,0,0.0,0.0,0,15,1,4,0,0,0,0,0,0,13.0,13.0,0,16,5,5,5,5,5,5,4.42724206349,5.66666666667,2.6341127923,4.32575757576,Land,Military,None,Attack
4,1803,1963,5,2,USA,ECU,0,0,0,0,0,0,1,0,0,0.0,0.0,0,15,1,4,1,0,0,0,0,0,13.0,13.0,15,0,3,3,3,3,3,3,3096.76129567,150.0,39.0431194553,58.2276887872,None,Military,Seizure,None
4,2189,1963,5,3,ROK,PRK,0,0,0,0,1,0,0,0,0,13.0,13.0,0,17,1,4,0,0,0,0,0,0,1039.0,1039.0,17,17,4,4,4,4,4,4,0.357432142857,1.78125,2.38763356104,9.03337783712,Land,Military,Clash,Clash
4,2189,1963,5,3,USA,PRK,0,0,0,0,1,0,0,0,0,13.0,13.0,17,17,4,4,1,0,0,0,0,0,1039.0,1013.0,17,17,4,4,4,4,4,4,186.767885714,7.67045454545,16.5740059555,67.9452603471,None,Military,Clash,Clash
4,1317,1963,7,2,PAK,IND,0,0,0,0,0,1,0,0,0,0.0,0.0,14,0,4,1,0,0,0,0,0,0,91.0,104.0,17,17,14,14,14,14,14,14,0.140637050244,0.249307479224,0.231802470418,0.201233636103,Land,Military,Clash,Clash
3,2623,1963,7,2,THI,CAM,0,0,0,0,1,0,0,0,0,0.0,0.0,8,0,3,1,0,0,0,1,0,0,13.0,13.0,0,8,4,4,4,4,4,4,1.56426587302,1.13333333333,5.01599037139,4.06060606061,None,Diplomatic,None,Alert
4,3424,1963,7,2,SYR,ISR,0,0,0,0,1,0,0,0,0,0.0,13.0,16,16,4,4,0,0,0,0,1,0,104.0,204.0,16,16,21,21,21,21,21,21,0.527963765262,1.15384615385,2.0974789916,1.81878306878,None,Military,Attack,Attack
4,1019,1963,8,2,JOR,ISR,0,0,0,0,1,0,0,0,0,13.0,13.0,17,17,4,4,0,0,0,0,0,0,165.0,441.0,17,17,5,5,5,5,5,5,0.401237250615,0.692307692308,0.753361344538,0.395502645503,None,Military,Clash,Clash
4,3166,1963,8,2,SYR,LEB,0,0,0,0,0,1,0,0,0,0.0,13.0,16,0,4,1,0,0,0,0,0,0,0.0,0.0,0,12,1,1,1,1,1,1,2.47238210322,4.6875,2.46032528339,2.41228070175,None,Military,None,ViolateBorder
4,1084,1963,9,2,MOR,ALG,0,0,0,0,1,0,0,0,0,63.0,176.0,17,17,4,4,0,0,0,0,0,0,63.0,63.0,17,17,1,1,1,1,1,1,0.943337531486,0.571428571429,1.11967871486,1.8325617284,None,Military,Clash,Clash
3,1102,1963,9,2,CHL,ARG,0,0,0,0,1,0,0,0,0,0.0,0.0,0,7,1,3,0,0,0,0,2,0,0.0,0.0,12,0,6,6,6,6,6,6,0.358807689356,0.483870967742,0.378886010363,0.344625773776,None,Diplomatic,ViolateBorder,None
4,2895,1963,9,2,ROK,JPN,0,0,0,0,1,0,0,0,0,0.0,0.0,15,0,4,1,0,0,0,0,0,0,0.0,0.0,0,15,10,10,10,10,10,10,0.146955778617,2.58024691358,0.284275286757,0.159319958557,None,Military,None,Seizure
2,2630,1963,10,2,PAK,IND,0,0,0,0,1,0,0,0,0,0.0,0.0,1,0,2,1,0,0,0,0,0,0,91.0,104.0,17,17,15,15,15,15,15,15,0.140637050244,0.249307479224,0.231802470418,0.201233636103,Land,Diplomatic,Clash,Clash
4,2898,1963,10,2,GFR,CZE,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,7,17,1,1,1,1,1,1,3.9333153906,1.41196013289,4.12887041284,8.4080604534,None,Military,ShowForce,Clash
4,1425,1963,11,2,SOM,ETH,0,0,0,0,1,0,0,0,0,176.0,63.0,17,17,4,4,0,0,0,0,0,0,0.0,0.0,16,12,2,2,2,2,2,2,0.204566210046,0.163636363636,0.184772685777,0.179525222552,None,Military,Attack,ViolateBorder
4,2894,1963,11,2,JPN,INS,0,0,0,0,1,0,0,0,0,0.0,0.0,0,15,1,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2.34708556343,0.648,0.951086956522,3.93040259139,None,Military,None,None
4,3408,1963,11,2,SYR,ISR,0,0,0,0,1,0,0,0,0,0.0,0.0,16,16,4,4,0,0,0,0,1,0,117.0,204.0,16,16,22,22,22,22,22,22,0.527963765262,1.15384615385,2.0974789916,1.81878306878,None,Military,Attack,Attack
4,1279,1963,12,2,TUR,GRC,0,0,0,0,1,0,0,0,0,13.0,13.0,17,17,4,4,0,0,0,0,0,0,0.0,0.0,0,1,1,1,1,1,1,1,1.94554874652,2.71428571429,3.49669811321,3.43393009378,Land,Military,None,ThreatForce
4,1020,1964,1,2,JOR,ISR,0,0,0,0,1,0,0,0,0,13.0,13.0,17,17,4,4,0,0,0,0,0,0,178.0,454.0,17,17,6,6,6,6,6,6,0.248703594579,0.692307692308,0.746569814366,0.431168831169,None,Military,Clash,Clash
4,2905,1964,1,2,ROK,JPN,0,0,0,0,1,0,0,0,0,0.0,0.0,15,0,4,1,0,0,0,0,0,0,0.0,0.0,0,15,11,11,11,11,11,11,0.164805838601,2.45901639344,0.28878362899,0.155779925244,None,Military,None,Seizure
5,611,1964,2,11,DRV,AUL,1,0,0,0,0,0,0,0,0,1000.0,376.0,20,20,5,5,0,0,0,0,0,0,0.0,0.0,7,16,1,1,1,1,1,1,0.545587470402,4.83018867925,1.65666696517,0.211621985922,None,Military,ShowForce,Attack
5,611,1964,2,11,DRV,CAM,1,0,0,0,0,0,0,0,0,1000.0,1000.0,20,20,5,5,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,5.34625940051,3.41333333333,3.09157754011,3.56818181818,None,Military,None,None
5,611,1964,2,11,NEW,DRV,0,1,0,0,0,0,0,0,0,63.0,1000.0,16,20,4,5,0,0,0,0,0,0,0.0,0.0,16,7,1,1,1,1,1,1,0.308216666667,0.05078125,0.13972972973,0.352441613588,None,Military,Attack,ShowForce
5,611,1964,2,11,PHI,DRV,0,1,0,0,0,0,0,0,0,1000.0,1000.0,20,20,5,5,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.193606666667,0.18359375,1.67183783784,2.45576786978,None,Military,None,None
5,611,1964,2,11,ROK,DRV,0,1,0,0,0,0,0,0,0,1000.0,1000.0,20,20,5,5,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.4292,2.34375,1.51264864865,4.83722576079,None,Military,None,None
5,611,1964,2,11,RVN,DRV,0,1,0,0,0,0,0,0,0,1000.0,1000.0,20,20,5,5,0,0,0,0,0,0,63.0,63.0,17,17,1,1,1,1,1,1,1.03811,0.8984375,0.84972972973,1.322009908,Land,Military,Clash,Clash
5,611,1964,2,11,THI,DRV,0,1,0,0,0,0,0,0,0,1000.0,1000.0,20,20,5,5,0,0,0,0,0,0,0.0,0.0,16,1,2,2,2,2,2,2,0.284326666667,0.33203125,1.62605405405,1.4762915782,None,Military,Attack,ThreatForce
5,611,1964,2,11,USA,DRV,0,1,0,0,0,0,0,0,0,1000.0,1000.0,20,20,5,5,1,0,0,0,0,0,0.0,0.0,16,7,3,3,3,3,3,3,170.710026667,10.49609375,10.3723783784,35.9985845718,None,Military,Attack,ShowForce
4,2031,1964,2,2,THI,LAO,0,0,0,0,1,0,0,0,0,0.0,0.0,8,16,3,4,0,0,0,0,0,0,0.0,0.0,16,1,2,2,2,2,2,2,5.88262068966,0.934065934066,11.709614636,16.688,None,Military,Attack,ThreatForce
4,1467,1964,3,2,PAK,IND,0,0,0,0,1,0,0,0,0,63.0,63.0,17,17,4,4,0,0,0,0,0,0,91.0,104.0,17,17,16,16,16,16,16,16,0.149212907197,0.22633744856,0.233070412512,0.212395344618,Land,Military,Clash,Clash
4,2904,1964,3,2,MAL,INS,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,176.0,63.0,17,17,1,1,1,1,1,1,0.12840174546,0.0851063829787,0.105969649098,0.199947748846,None,Military,Clash,Clash
4,1229,1964,4,2,THI,CAM,0,0,1,0,0,0,0,0,0,63.0,63.0,17,17,4,4,0,0,0,1,0,0,13.0,13.0,0,8,5,5,5,5,5,5,1.52008411448,1.13333333333,5.02707219251,5.26767676768,None,Military,None,Alert
3,2095,1964,4,2,IND,CHN,0,0,0,0,1,0,0,0,0,0.0,0.0,7,7,3,3,0,1,1,0,0,0,750.0,1000.0,7,7,11,11,11,11,11,11,0.131463167716,0.441818181818,0.662974519127,0.414071052914,Land,Diplomatic,ShowForce,ShowForce
4,3378,1964,4,2,ISR,EGY,0,0,0,0,1,0,0,0,0,0.0,0.0,15,7,4,3,0,0,0,1,1,1,1354.0,1052.0,16,16,18,18,18,18,18,18,0.722375770401,0.40625,0.0864649848215,0.0945249202062,Land,Military,Attack,Attack
4,3425,1964,4,2,SYR,ISR,0,0,0,0,1,0,0,0,0,13.0,13.0,16,16,4,4,0,0,0,0,1,0,117.0,204.0,16,16,23,23,23,23,23,23,0.381244212476,1.23076923077,2.0807102502,1.89350649351,None,Military,Attack,Attack
4,2080,1964,7,2,CHL,ARG,0,0,0,0,1,0,0,0,0,0.0,0.0,17,17,4,4,0,0,0,0,2,0,0.0,0.0,12,0,7,7,7,7,7,7,0.349368425685,0.451612903226,0.382113080323,0.346248051659,None,Military,ViolateBorder,None
4,1316,1964,8,2,PAK,IND,0,0,0,0,1,0,0,0,0,63.0,63.0,17,17,4,4,0,0,0,0,0,0,154.0,167.0,17,17,17,17,17,17,17,17,0.149212907197,0.22633744856,0.233070412512,0.212395344618,Land,Military,Clash,Clash
4,1379,1964,8,3,ROK,PRK,0,0,0,0,1,0,0,0,0,176.0,176.0,16,17,4,4,0,0,0,0,0,0,1052.0,1052.0,17,17,5,5,5,5,5,5,0.4292,1.65745856354,2.38852850802,8.63005050505,Land,Military,Clash,Clash
4,1379,1964,8,3,USA,PRK,0,0,0,0,1,0,0,0,0,63.0,176.0,17,17,4,4,1,0,0,0,0,0,1052.0,1026.0,17,17,5,5,5,5,5,5,170.710026667,7.4226519337,16.3783714578,64.2247474747,None,Military,Clash,Clash
2,2153,1964,9,2,SAU,EGY,0,0,0,0,1,0,0,0,0,0.0,0.0,1,0,2,1,0,0,0,0,0,0,0.0,0.0,17,17,1,1,1,1,1,1,0.3722433541,0.25,0.161694406644,0.0451755462804,Water12,Diplomatic,Clash,Clash
4,2900,1964,11,2,UKG,CHN,0,0,0,0,1,0,0,0,0,0.0,0.0,0,15,1,4,1,1,0,0,0,0,1000.0,750.0,16,0,9,9,9,9,9,9,0.435203628642,0.158181818182,0.0758149357853,0.202940860792,None,Military,Attack,None
4,2902,1964,11,3,POL,DEN,0,0,0,0,1,0,0,0,0,0.0,0.0,15,0,4,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,5.40539481674,6.71111111111,6.60190677966,5.39916317992,None,Military,None,None
4,2902,1964,11,3,POL,GFR,0,0,0,0,1,0,0,0,0,0.0,0.0,15,0,4,1,0,0,0,0,0,0,0.0,0.0,17,7,1,1,1,1,1,1,0.280484351364,0.686363636364,0.534585692229,0.383590963139,None,Military,Clash,ShowForce
4,3409,1964,11,2,SYR,ISR,0,0,0,0,1,0,0,0,0,13.0,13.0,16,16,4,4,0,0,0,0,1,0,130.0,217.0,16,16,24,24,24,24,24,24,0.381244212476,1.23076923077,2.0807102502,1.89350649351,None,Military,Attack,Attack
4,2624,1964,12,2,THI,CAM,0,0,0,0,1,0,0,0,0,13.0,13.0,17,17,4,4,0,0,0,1,0,1,76.0,76.0,0,8,6,6,6,6,6,6,1.52008411448,1.13333333333,5.02707219251,5.26767676768,None,Military,None,Alert
4,2906,1964,12,2,USA,EGY,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,1,0,0,1,0,0,1000.0,0.0,16,7,5,5,5,5,5,5,155.716121343,16.79375,6.69559300743,6.2442916769,None,Military,Attack,ShowForce
4,1419,1965,1,2,TOG,GHA,0,0,0,0,1,0,0,0,0,13.0,0.0,17,17,4,4,0,0,0,0,0,0,0.0,0.0,11,0,2,2,2,2,2,2,0.0927250641112,0.08,0.207764014813,0.154320987654,Land,Military,FortifyBorder,None
4,2631,1965,1,2,PAK,IND,0,0,0,0,1,0,0,0,0,176.0,176.0,17,17,4,4,0,0,0,0,0,0,217.0,230.0,17,17,18,18,18,18,18,18,0.237511986121,0.227049180328,0.234308747643,0.212139205866,Land,Military,Clash,Clash
4,2914,1965,1,2,JPN,INS,0,0,0,0,1,0,0,0,0,0.0,0.0,0,15,1,4,0,0,0,0,0,0,0.0,0.0,15,0,1,1,1,1,1,1,5.64637748344,0.700854700855,0.926628069777,3.57956407735,None,Military,Seizure,None
5,1312,1965,3,2,PAK,IND,0,0,0,0,1,0,0,0,0,1000.0,1000.0,20,20,5,5,0,0,0,0,0,0,393.0,406.0,17,17,19,19,19,19,19,19,0.237511986121,0.227049180328,0.234308747643,0.212139205866,Land,Military,Clash,Clash
4,2913,1965,3,2,MAL,INS,0,0,0,0,1,0,0,0,0,0.0,0.0,0,15,1,4,0,0,0,0,0,0,176.0,63.0,16,0,2,2,2,2,2,2,0.653622516556,0.105413105413,0.0871268021342,0.0762864634546,None,Military,Attack,None
